"absence_id","student_id","absence_type","school_id","date"
"3887","DSbu9yS5","religious","chs","2024-09-24"
"3888","vH1z1Ksk","unknown","ajh","2024-09-24"
"3889","1WBf1Yxm","tardy","dhs","2024-09-24"
"3890","OkZaoBnU","personal","chs","2024-09-24"
"3891","dJuYHv6I","unknown","chs","2024-09-24"
"3892","DzbT6Gte","tardy","dhs","2024-09-24"
"3893","Tz0NllF0","personal","bjh","2024-09-24"
"3894","MYgpYG98","unknown","chs","2024-09-24"
"3895","7AfDj6vW","tardy","chs","2024-09-24"
"3896","Ei7YdZeQ","tardy","ajh","2024-09-24"
"3897","pUXBFPDc","tardy","chs","2024-09-24"
"3898","3tpnCZa2","tardy","chs","2024-09-24"
"3899","gGHWRHub","tardy","bjh","2024-09-24"
"3900","4GFsLplx","unknown","chs","2024-09-24"
"3901","9htkUKm4","tardy","chs","2024-09-24"
"3902","aErvMGs6","unknown","chs","2024-09-24"
"3903","gUAO3yST","tardy","chs","2024-09-24"
"3904","ciNArKRR","personal","ajh","2024-09-24"
"3905","Kqg54UvY","unknown","chs","2024-09-24"
"3906","6JhLDBGD","unknown","chs","2024-09-24"
"3907","piEJya0W","tardy","chs","2024-09-24"
"3908","vOEVQVB3","unknown","chs","2024-09-24"
"3909","BGrIJQnj","unknown","chs","2024-09-24"
"3910","zHCyQdu0","unknown","chs","2024-09-24"
"3911","sF2KaGwZ","tardy","bjh","2024-09-24"
"3912","GVfKJhMp","unknown","ajh","2024-09-24"
"3913","j7uXPKMM","tardy","chs","2024-09-24"
"3914","7oHt8J2T","personal","chs","2024-09-24"
"3915","nGV29lbb","personal","chs","2024-09-24"
"3916","bvFINOeg","personal","ajh","2024-09-24"
"3917","4Q6A9tUE","tardy","chs","2024-09-24"
"3918","HW9m0KvI","tardy","chs","2024-09-24"
"3919","vNoBCPIh","tardy","chs","2024-09-24"
"3920","OJos6i5Y","tardy","chs","2024-09-24"
"3921","qeI7J0Yh","unknown","ajh","2024-09-24"
"3922","HM2DJIBY","religious","chs","2024-09-24"
"3923","Je0dRI2H","unknown","chs","2024-09-24"
"3924","cl0zCvdS","tardy","chs","2024-09-24"
"3925","8yhvdEIt","tardy","ajh","2024-09-24"
"3926","UVPyNKGc","tardy","chs","2024-09-24"
"3927","W0YtC6Et","suspension","ajh","2024-09-24"
"3928","PgLDZhZo","tardy","ajh","2024-09-24"
"3929","UYtEF1xj","family","bjh","2024-09-24"
"3930","3z9j32Nn","unknown","chs","2024-09-24"
"3931","F0mgFdM3","family","dhs","2024-09-24"
"3932","tIfrkbFA","medical","chs","2024-09-24"
"3933","sqtYo3q6","personal","chs","2024-09-24"
"3934","b4Nr956C","unknown","ajh","2024-09-24"
"3935","iTxU1NO7","unknown","chs","2024-09-24"
"3936","6tIw534U","unknown","chs","2024-09-24"
"3937","v52spvJQ","personal","ajh","2024-09-24"
"3938","ktqQWNkg","tardy","dhs","2024-09-24"
"3939","iLeM8yEW","personal","ajh","2024-09-24"
"3940","C56whRhW","tardy","dhs","2024-09-24"
"3941","V5RXOJPT","unknown","chs","2024-09-24"
"3942","vAxl6liD","medical","ajh","2024-09-24"
"3943","JWxVn3rT","tardy","chs","2024-09-24"
"3944","rMXw7w3S","tardy","chs","2024-09-24"
"3945","ck19E3SA","tardy","ajh","2024-09-24"
"3946","PLhqURFf","tardy","dhs","2024-09-24"
"3947","w1yzrBGz","tardy","chs","2024-09-24"
"3948","xdahJlrs","unknown","chs","2024-09-24"
"3949","sX6YCfXV","tardy","chs","2024-09-24"
"3950","qHEg2YN9","unknown","ajh","2024-09-24"
"3951","bq8T9DDD","unknown","chs","2024-09-24"
"3952","jx1St60F","family","chs","2024-09-24"
"3953","R610bZos","tardy","chs","2024-09-24"
"3954","ndNn7Zdf","tardy","chs","2024-09-24"
"3955","GHI931Ik","family","ajh","2024-09-24"
"3956","P0pHEAsT","unknown","dhs","2024-09-24"
"3957","VnRAIjAS","tardy","dhs","2024-09-24"
"3958","ZYAPjAiB","tardy","dhs","2024-09-24"
"3959","gk7GmZwH","tardy","chs","2024-09-24"
"3960","QjJ7Xbe2","tardy","dhs","2024-09-24"
"3961","OYIUpHnY","tardy","chs","2024-09-24"
"3962","QJiznaRV","personal","chs","2024-09-24"
"3963","bTWvKpbP","personal","ajh","2024-09-24"
"3964","d9J7OVo4","tardy","ajh","2024-09-24"
"3965","Ft5t9iZe","personal","chs","2024-09-24"
"3966","YDsI8rYF","tardy","chs","2024-09-24"
"3967","ioipDHws","unknown","chs","2024-09-24"
"3968","0jWflWSi","tardy","ajh","2024-09-24"
"3969","RvkICLX8","tardy","ajh","2024-09-24"
"3970","hzg8K386","unknown","ajh","2024-09-24"
"3971","IzAnpUTY","personal","chs","2024-09-24"
"3972","DUJDBgwU","unknown","ajh","2024-09-24"
"3973","JHGz6uJg","unknown","chs","2024-09-24"
"3974","kP7XbSD4","religious","ajh","2024-09-24"
"3975","XfmIzCNO","tardy","chs","2024-09-24"
"3976","dlcOOXJE","family","ajh","2024-09-24"
"3977","xJy5pL9Q","tardy","ajh","2024-09-24"
"3978","zfv55IhW","personal","chs","2024-09-24"
"3979","oa6FGtwg","unknown","chs","2024-09-24"
"3980","6yzva61v","tardy","chs","2024-09-24"
"3981","o3GIpsab","medical","chs","2024-09-24"
"3982","OXYqzbvu","family","chs","2024-09-24"
"3983","DhJTvSP5","religious","chs","2024-09-24"
"3984","Mv6iSQ4u","medical","chs","2024-09-24"
"3985","iWuZvLr5","unknown","chs","2024-09-24"
"3986","E08sQeWe","unknown","ajh","2024-09-24"
"3987","IGPeKDlh","tardy","ajh","2024-09-24"
"3988","VDVAWuOp","tardy","bjh","2024-09-24"
"3989","MS88kQIl","tardy","dhs","2024-09-24"
"3990","wljSGhZY","tardy","dhs","2024-09-24"
"3991","hgSqGrOy","unknown","chs","2024-09-24"
"3992","ivIL1LvQ","personal","dhs","2024-09-24"
"3993","L3vgaNrM","tardy","chs","2024-09-24"
"3994","HjfH7wTa","tardy","ajh","2024-09-24"
"3995","tXEOSUQj","personal","chs","2024-09-24"
"3996","mIArfXg9","tardy","chs","2024-09-24"
"3997","va5nJOqe","tardy","chs","2024-09-24"
"3998","kWDlta61","personal","chs","2024-09-24"
"3999","gKPKf2ta","religious","ajh","2024-09-24"
"4000","nOcNItOM","tardy","chs","2024-09-24"
"4001","TbBqdw1u","tardy","chs","2024-09-24"
"4002","lMen9H9d","tardy","chs","2024-09-24"
"4003","hMC6ZBoK","unknown","chs","2024-09-24"
"4004","2MU4eWET","tardy","chs","2024-09-24"
"4005","oHTaYq65","tardy","dhs","2024-09-24"
"4006","hYTpzepZ","medical","dhs","2024-09-24"
"4007","exjj6PmA","tardy","bjh","2024-09-24"
"4008","vKuNyEQg","family","chs","2024-09-24"
"4009","pQlCUeIP","medical","chs","2024-09-24"
"4010","V2B6Ye3x","tardy","ajh","2024-09-24"
"4011","aX2CrPF5","unknown","chs","2024-09-24"
"4012","Uqo5vhq7","unknown","ajh","2024-09-24"
"4013","fE05uoO7","tardy","ajh","2024-09-24"
"4014","Xeo0QDjP","tardy","chs","2024-09-24"
"4015","6b8SVTYl","medical","chs","2024-09-24"
"4016","TB0et2Nv","tardy","ajh","2024-09-24"
"4017","edpOjx41","tardy","chs","2024-09-24"
"4018","JfbVnM9N","tardy","chs","2024-09-24"
"4019","GGWkHdTP","medical","dhs","2024-09-24"
"4020","Q552YleA","unknown","chs","2024-09-24"
"4021","Pij38RFo","tardy","bjh","2024-09-24"
"4022","fkdCpQPu","unknown","chs","2024-09-24"
"4023","dW4141bB","unknown","chs","2024-09-24"
"4024","KnRNJqiO","tardy","ajh","2024-09-24"
"4025","GqBA5bcP","tardy","chs","2024-09-24"
"4026","0z3Yjk7B","unknown","chs","2024-09-24"
"4027","QOK1zyz1","tardy","dhs","2024-09-24"
"4028","mNKOR4vF","tardy","dhs","2024-09-24"
"4029","m5JjlLnG","religious","chs","2024-09-24"
"4030","udBMs09h","personal","chs","2024-09-24"
"4031","RPzuiAO3","personal","bjh","2024-09-24"
"4032","gzmm5xEw","unknown","ajh","2024-09-25"
"4033","oDbBHi1p","tardy","chs","2024-09-25"
"4034","Eg62bU4V","tardy","chs","2024-09-25"
"4035","H8FUxfin","tardy","chs","2024-09-25"
"4036","VUeL6Zmk","tardy","chs","2024-09-25"
"4037","GADWrfEE","religious","chs","2024-09-25"
"4038","XK1WyXL5","personal","ajh","2024-09-25"
"4039","nSb4Qgab","unknown","chs","2024-09-25"
"4040","P9AtRou5","family","chs","2024-09-25"
"4041","m1dzGON5","family","dhs","2024-09-25"
"4042","31f2G19M","unknown","chs","2024-09-25"
"4043","q09tmULh","tardy","chs","2024-09-25"
"4044","onwHnyKz","unknown","chs","2024-09-25"
"4045","NMUaUUkg","tardy","chs","2024-09-25"
"4046","s71ONoGo","unknown","ajh","2024-09-25"
"4047","j0rnf8mx","tardy","chs","2024-09-25"
"4048","ods9r6G0","religious","chs","2024-09-25"
"4049","ez2qrGZ9","tardy","chs","2024-09-25"
"4050","PJpoIX1S","tardy","chs","2024-09-25"
"4051","U6kUewPP","family","chs","2024-09-25"
"4052","RMGgRhEf","suspension","chs","2024-09-25"
"4053","UfgP3jTA","tardy","chs","2024-09-25"
"4054","dXFCjXVJ","unknown","chs","2024-09-25"
"4055","vH1z1Ksk","unknown","ajh","2024-09-25"
"4056","2mrF9a2j","tardy","ajh","2024-09-25"
"4057","D0XkQzHV","tardy","chs","2024-09-25"
"4058","LgKeTN64","personal","chs","2024-09-25"
"4059","dJuYHv6I","unknown","chs","2024-09-25"
"4060","MYgpYG98","unknown","chs","2024-09-25"
"4061","6q5eZs34","personal","chs","2024-09-25"
"4062","urb89UPP","personal","ajh","2024-09-25"
"4063","2jzntoRj","family","ajh","2024-09-25"
"4064","TsmSJrdM","tardy","chs","2024-09-25"
"4065","i0t8IzYC","tardy","chs","2024-09-25"
"4066","epEEpGEK","personal","ajh","2024-09-25"
"4067","gGHWRHub","tardy","bjh","2024-09-25"
"4068","2CWZGwEy","tardy","chs","2024-09-25"
"4069","aErvMGs6","unknown","chs","2024-09-25"
"4070","gUAO3yST","tardy","chs","2024-09-25"
"4071","csNBY328","tardy","chs","2024-09-25"
"4072","g0TIdtDw","tardy","bjh","2024-09-25"
"4073","ltfhh3c7","unknown","chs","2024-09-25"
"4074","JhFNu9Oz","family","ajh","2024-09-25"
"4075","VtriJu4v","family","chs","2024-09-25"
"4076","5h5xUYcC","medical","ajh","2024-09-25"
"4077","ciNArKRR","personal","ajh","2024-09-25"
"4078","G0OM8WWC","personal","ajh","2024-09-25"
"4079","Kqg54UvY","unknown","chs","2024-09-25"
"4080","n0lYrNzS","medical","ajh","2024-09-25"
"4081","vOEVQVB3","unknown","chs","2024-09-25"
"4082","MANYDQJh","tardy","chs","2024-09-25"
"4083","j7uXPKMM","tardy","chs","2024-09-25"
"4084","bvFINOeg","personal","ajh","2024-09-25"
"4085","zIGr2uSF","tardy","chs","2024-09-25"
"4086","wCd1QxkQ","tardy","chs","2024-09-25"
"4087","OJos6i5Y","tardy","chs","2024-09-25"
"4088","qeI7J0Yh","unknown","ajh","2024-09-25"
"4089","eieGNAia","personal","ajh","2024-09-25"
"4090","Je0dRI2H","unknown","chs","2024-09-25"
"4091","SFsbXK9g","family","chs","2024-09-25"
"4092","xMZQVPjv","tardy","dhs","2024-09-25"
"4093","UVPyNKGc","tardy","chs","2024-09-25"
"4094","HweOnZIp","tardy","chs","2024-09-25"
"4095","W0YtC6Et","suspension","ajh","2024-09-25"
"4096","UYtEF1xj","family","bjh","2024-09-25"
"4097","PaWsG6tl","unknown","chs","2024-09-25"
"4098","NiecpcGO","tardy","chs","2024-09-25"
"4099","oLcruqb9","religious","chs","2024-09-25"
"4100","F0mgFdM3","family","dhs","2024-09-25"
"4101","j7ntB4Xi","family","chs","2024-09-25"
"4102","xm2EGSKr","medical","ajh","2024-09-25"
"4103","pBStAoun","suspension","chs","2024-09-25"
"4104","tIfrkbFA","medical","chs","2024-09-25"
"4105","wdIQbkU4","tardy","dhs","2024-09-25"
"4106","L1yTP0HK","unknown","chs","2024-09-25"
"4107","rwZa5g2q","tardy","dhs","2024-09-25"
"4108","Rb7hrXzb","unknown","chs","2024-09-25"
"4109","PXrTvlG2","religious","chs","2024-09-25"
"4110","v52spvJQ","personal","ajh","2024-09-25"
"4111","ukF6MMe4","personal","ajh","2024-09-25"
"4112","fnA0PLj1","tardy","chs","2024-09-25"
"4113","lxq5OkNm","tardy","chs","2024-09-25"
"4114","F3XlEUGv","personal","ajh","2024-09-25"
"4115","vAxl6liD","medical","ajh","2024-09-25"
"4116","wYSu2xvn","tardy","ajh","2024-09-25"
"4117","rMXw7w3S","tardy","chs","2024-09-25"
"4118","w1yzrBGz","tardy","chs","2024-09-25"
"4119","xdahJlrs","unknown","chs","2024-09-25"
"4120","FRpi1S61","unknown","chs","2024-09-25"
"4121","sX6YCfXV","tardy","chs","2024-09-25"
"4122","ClTIwjHi","medical","chs","2024-09-25"
"4123","rxkQ2eEn","tardy","chs","2024-09-25"
"4124","jx1St60F","family","chs","2024-09-25"
"4125","R610bZos","tardy","chs","2024-09-25"
"4126","2eLQ4WX9","tardy","chs","2024-09-25"
"4127","90VgB4DJ","personal","chs","2024-09-25"
"4128","ndNn7Zdf","tardy","chs","2024-09-25"
"4129","f4kh7bUO","personal","chs","2024-09-25"
"4130","GHI931Ik","family","ajh","2024-09-25"
"4131","l4YOPsbH","tardy","dhs","2024-09-25"
"4132","VnRAIjAS","tardy","dhs","2024-09-25"
"4133","ZYAPjAiB","tardy","dhs","2024-09-25"
"4134","M1DUJ7U1","tardy","chs","2024-09-25"
"4135","TBTglFbF","unknown","chs","2024-09-25"
"4136","tLdUzYML","tardy","bjh","2024-09-25"
"4137","cpNJclFq","tardy","chs","2024-09-25"
"4138","xUAO9OgC","tardy","dhs","2024-09-25"
"4139","yk65dZwv","tardy","chs","2024-09-25"
"4140","OYIUpHnY","tardy","chs","2024-09-25"
"4141","QJiznaRV","personal","chs","2024-09-25"
"4142","d9J7OVo4","tardy","ajh","2024-09-25"
"4143","Ft5t9iZe","personal","chs","2024-09-25"
"4144","YDsI8rYF","tardy","chs","2024-09-25"
"4145","pl1UFI1h","tardy","chs","2024-09-25"
"4146","GTuZbic6","tardy","bjh","2024-09-25"
"4147","vxU3gU8Y","tardy","chs","2024-09-25"
"4148","JHGz6uJg","unknown","chs","2024-09-25"
"4149","hBB8W5qY","tardy","chs","2024-09-25"
"4150","oxZBCrUL","tardy","bjh","2024-09-25"
"4151","2NoODPoy","tardy","ajh","2024-09-25"
"4152","EZJOzicU","religious","chs","2024-09-25"
"4153","HJxHt8A7","personal","chs","2024-09-25"
"4154","xJy5pL9Q","tardy","ajh","2024-09-25"
"4155","zfv55IhW","personal","chs","2024-09-25"
"4156","E95Ou4V5","family","ajh","2024-09-25"
"4157","UGJuDUIq","unknown","chs","2024-09-25"
"4158","6yzva61v","tardy","chs","2024-09-25"
"4159","7lxUng5R","tardy","chs","2024-09-25"
"4160","6AVWJV0s","tardy","dhs","2024-09-25"
"4161","SpUYDPEL","personal","chs","2024-09-25"
"4162","5OD1qFlj","tardy","chs","2024-09-25"
"4163","Mv6iSQ4u","medical","chs","2024-09-25"
"4164","IGPeKDlh","tardy","ajh","2024-09-25"
"4165","FhGSwOqD","tardy","bjh","2024-09-25"
"4166","2b7quYXU","unknown","ajh","2024-09-25"
"4167","MS88kQIl","tardy","dhs","2024-09-25"
"4168","KxrZrgzm","tardy","chs","2024-09-25"
"4169","hgSqGrOy","unknown","chs","2024-09-25"
"4170","ivIL1LvQ","personal","dhs","2024-09-25"
"4171","grMrhgDg","tardy","bjh","2024-09-25"
"4172","ObgQcFus","medical","dhs","2024-09-25"
"4173","L3vgaNrM","tardy","chs","2024-09-25"
"4174","tXEOSUQj","personal","chs","2024-09-25"
"4175","sOYXeN73","unknown","chs","2024-09-25"
"4176","d60L2C34","tardy","chs","2024-09-25"
"4177","2oODwmYA","medical","ajh","2024-09-25"
"4178","T4kWZtkA","tardy","ajh","2024-09-25"
"4179","QNFZ4I3T","unknown","ajh","2024-09-25"
"4180","3jJgDFTH","tardy","chs","2024-09-25"
"4181","TbBqdw1u","tardy","chs","2024-09-25"
"4182","vIOxFxrw","unknown","ajh","2024-09-25"
"4183","0CAMt38w","religious","ajh","2024-09-25"
"4184","jnW82KY2","tardy","chs","2024-09-25"
"4185","tNZB38Yj","unknown","chs","2024-09-25"
"4186","pQlCUeIP","medical","chs","2024-09-25"
"4187","aX2CrPF5","unknown","chs","2024-09-25"
"4188","srDwsqIO","tardy","bjh","2024-09-25"
"4189","Uqo5vhq7","unknown","ajh","2024-09-25"
"4190","6b8SVTYl","medical","chs","2024-09-25"
"4191","AMvMXET1","unknown","chs","2024-09-25"
"4192","TB0et2Nv","tardy","ajh","2024-09-25"
"4193","edpOjx41","tardy","chs","2024-09-25"
"4194","IO1jDn3A","unknown","chs","2024-09-25"
"4195","rnmewzPi","tardy","chs","2024-09-25"
"4196","fkdCpQPu","unknown","chs","2024-09-25"
"4197","GqBA5bcP","tardy","chs","2024-09-25"
"4198","UTJsKy1t","personal","bjh","2024-09-25"
"4199","y073NeSO","tardy","ajh","2024-09-25"
"4200","GVD7crVT","family","chs","2024-09-25"
"4201","0z3Yjk7B","unknown","chs","2024-09-25"
"4202","sG4aaL9j","family","ajh","2024-09-25"
"4203","A3dM34Ao","tardy","chs","2024-09-25"
"4204","ACundxla","tardy","chs","2024-09-25"
"4205","mNKOR4vF","tardy","dhs","2024-09-25"
"4206","x3pMs8hC","tardy","chs","2024-09-25"
"4207","sxCUz2w4","tardy","dhs","2024-09-25"
"4208","2s5yZG95","unknown","chs","2024-09-25"
"4209","DkS4SLYo","tardy","chs","2024-09-25"
"4210","gzmm5xEw","unknown","ajh","2024-09-26"
"4211","oDbBHi1p","tardy","chs","2024-09-26"
"4212","Eg62bU4V","tardy","chs","2024-09-26"
"4213","eHgfJElB","unknown","chs","2024-09-26"
"4214","8WJrAE24","tardy","chs","2024-09-26"
"4215","GADWrfEE","religious","chs","2024-09-26"
"4216","XK1WyXL5","personal","ajh","2024-09-26"
"4217","GOLGT5AH","family","chs","2024-09-26"
"4218","zBo7mvy2","personal","ajh","2024-09-26"
"4219","9Wb9pYWP","tardy","chs","2024-09-26"
"4220","1Gw7F7Qt","tardy","ajh","2024-09-26"
"4221","Uxzi8egN","tardy","chs","2024-09-26"
"4222","M4nNFWGO","unknown","chs","2024-09-26"
"4223","ojwNeDAE","unknown","chs","2024-09-26"
"4224","NOGNPwOg","tardy","ajh","2024-09-26"
"4225","WPNMhCE1","medical","chs","2024-09-26"
"4226","QxunJHCV","tardy","chs","2024-09-26"
"4227","31f2G19M","unknown","chs","2024-09-26"
"4228","q09tmULh","tardy","chs","2024-09-26"
"4229","cTLe4bhN","tardy","ajh","2024-09-26"
"4230","sww3sZEW","religious","chs","2024-09-26"
"4231","hjRgvK2J","tardy","chs","2024-09-26"
"4232","j0rnf8mx","tardy","chs","2024-09-26"
"4233","ez2qrGZ9","tardy","chs","2024-09-26"
"4234","HRyweORC","unknown","chs","2024-09-26"
"4235","YcFRqDDj","family","ajh","2024-09-26"
"4236","PJpoIX1S","tardy","chs","2024-09-26"
"4237","iusz5hKp","unknown","chs","2024-09-26"
"4238","3Fx20zcr","personal","chs","2024-09-26"
"4239","RMGgRhEf","suspension","chs","2024-09-26"
"4240","ow8GodIk","tardy","chs","2024-09-26"
"4241","UfgP3jTA","tardy","chs","2024-09-26"
"4242","OXDwHMLO","tardy","chs","2024-09-26"
"4243","MxLes5o3","unknown","chs","2024-09-26"
"4244","vH1z1Ksk","unknown","ajh","2024-09-26"
"4245","2mrF9a2j","tardy","ajh","2024-09-26"
"4246","6Q8bpkNe","family","ajh","2024-09-26"
"4247","aUBxy1nd","personal","ajh","2024-09-26"
"4248","5YsrJe78","tardy","ajh","2024-09-26"
"4249","e09AlHjW","unknown","ajh","2024-09-26"
"4250","urb89UPP","personal","ajh","2024-09-26"
"4251","cUX36VAe","tardy","chs","2024-09-26"
"4252","i0t8IzYC","tardy","chs","2024-09-26"
"4253","epEEpGEK","personal","ajh","2024-09-26"
"4254","gGHWRHub","tardy","bjh","2024-09-26"
"4255","sxx4Gpyd","unknown","ajh","2024-09-26"
"4256","csNBY328","tardy","chs","2024-09-26"
"4257","hgcpi3JA","tardy","chs","2024-09-26"
"4258","ltfhh3c7","unknown","chs","2024-09-26"
"4259","uX2VTrr0","personal","chs","2024-09-26"
"4260","5h5xUYcC","medical","ajh","2024-09-26"
"4261","G0OM8WWC","personal","ajh","2024-09-26"
"4262","MImJ8uIW","tardy","bjh","2024-09-26"
"4263","MuJGv8DP","tardy","chs","2024-09-26"
"4264","MANYDQJh","tardy","chs","2024-09-26"
"4265","j7uXPKMM","tardy","chs","2024-09-26"
"4266","zIGr2uSF","tardy","chs","2024-09-26"
"4267","JD0xUvO5","tardy","chs","2024-09-26"
"4268","wCd1QxkQ","tardy","chs","2024-09-26"
"4269","GfV9dfI1","unknown","chs","2024-09-26"
"4270","OJos6i5Y","tardy","chs","2024-09-26"
"4271","i7iNEoPS","tardy","ajh","2024-09-26"
"4272","xMZQVPjv","tardy","dhs","2024-09-26"
"4273","ULKx528Q","tardy","chs","2024-09-26"
"4274","UVPyNKGc","tardy","chs","2024-09-26"
"4275","kztdy0BT","tardy","dhs","2024-09-26"
"4276","dRkLXJAt","family","ajh","2024-09-26"
"4277","FEi8buLK","family","dhs","2024-09-26"
"4278","HmIhlsE8","unknown","chs","2024-09-26"
"4279","UYtEF1xj","family","bjh","2024-09-26"
"4280","xWDK81uN","tardy","chs","2024-09-26"
"4281","En7wrImv","tardy","ajh","2024-09-26"
"4282","IFPIO4Rs","unknown","chs","2024-09-26"
"4283","oLcruqb9","religious","chs","2024-09-26"
"4284","gl106i98","unknown","chs","2024-09-26"
"4285","SGfGlS85","tardy","ajh","2024-09-26"
"4286","rwZa5g2q","tardy","dhs","2024-09-26"
"4287","Rb7hrXzb","unknown","chs","2024-09-26"
"4288","v52spvJQ","personal","ajh","2024-09-26"
"4289","p9cr1GoM","family","chs","2024-09-26"
"4290","fnA0PLj1","tardy","chs","2024-09-26"
"4291","SUfVVEal","tardy","ajh","2024-09-26"
"4292","Aom2OdzJ","tardy","chs","2024-09-26"
"4293","S0TjBnqD","personal","chs","2024-09-26"
"4294","hJlNMTlH","tardy","dhs","2024-09-26"
"4295","NKA8DoHK","tardy","bjh","2024-09-26"
"4296","SUirBEtP","tardy","dhs","2024-09-26"
"4297","kGkW1hft","tardy","bjh","2024-09-26"
"4298","ADzuohIr","tardy","chs","2024-09-26"
"4299","GpDuE7QD","tardy","chs","2024-09-26"
"4300","uGYlXd68","tardy","dhs","2024-09-26"
"4301","JSKNi3G6","tardy","ajh","2024-09-26"
"4302","w1yzrBGz","tardy","chs","2024-09-26"
"4303","xrGXOOSD","tardy","chs","2024-09-26"
"4304","xdahJlrs","unknown","chs","2024-09-26"
"4305","FRpi1S61","unknown","chs","2024-09-26"
"4306","ClTIwjHi","medical","chs","2024-09-26"
"4307","pNazKM0K","tardy","chs","2024-09-26"
"4308","R610bZos","tardy","chs","2024-09-26"
"4309","XnES9lqQ","tardy","chs","2024-09-26"
"4310","B3lBcktB","medical","ajh","2024-09-26"
"4311","90VgB4DJ","personal","chs","2024-09-26"
"4312","ndNn7Zdf","tardy","chs","2024-09-26"
"4313","GHI931Ik","family","ajh","2024-09-26"
"4314","VnRAIjAS","tardy","dhs","2024-09-26"
"4315","e10YsB5O","tardy","dhs","2024-09-26"
"4316","dlHB6JKp","unknown","chs","2024-09-26"
"4317","tLdUzYML","tardy","bjh","2024-09-26"
"4318","hcKK5G7j","tardy","chs","2024-09-26"
"4319","9c2rXpZj","tardy","ajh","2024-09-26"
"4320","dqKVUEJM","tardy","chs","2024-09-26"
"4321","xUAO9OgC","tardy","dhs","2024-09-26"
"4322","4408QKgM","tardy","chs","2024-09-26"
"4323","yk65dZwv","tardy","chs","2024-09-26"
"4324","N8FWWFqe","unknown","chs","2024-09-26"
"4325","0KcpFEV9","family","chs","2024-09-26"
"4326","KJt5Woay","religious","ajh","2024-09-26"
"4327","d9J7OVo4","tardy","ajh","2024-09-26"
"4328","Ft5t9iZe","personal","chs","2024-09-26"
"4329","TNITYBpf","tardy","ajh","2024-09-26"
"4330","7jw1DdP8","tardy","ajh","2024-09-26"
"4331","Fhze9VSm","tardy","ajh","2024-09-26"
"4332","X9RL9r1S","tardy","chs","2024-09-26"
"4333","iyEMJqCN","family","chs","2024-09-26"
"4334","2NoODPoy","tardy","ajh","2024-09-26"
"4335","aBXmC0Lk","tardy","chs","2024-09-26"
"4336","OZJnzb6V","unknown","ajh","2024-09-26"
"4337","E95Ou4V5","family","ajh","2024-09-26"
"4338","6yzva61v","tardy","chs","2024-09-26"
"4339","EdVriLgS","tardy","chs","2024-09-26"
"4340","5OD1qFlj","tardy","chs","2024-09-26"
"4341","pv33bWqK","tardy","bjh","2024-09-26"
"4342","j3Ti4mcH","tardy","chs","2024-09-26"
"4343","SVaPtxxv","tardy","ajh","2024-09-26"
"4344","jKT8YiaX","tardy","chs","2024-09-26"
"4345","FhGSwOqD","tardy","bjh","2024-09-26"
"4346","MS88kQIl","tardy","dhs","2024-09-26"
"4347","C0XeA84I","tardy","chs","2024-09-26"
"4348","yo9JHfck","tardy","bjh","2024-09-26"
"4349","LTa4Oejn","unknown","chs","2024-09-26"
"4350","izrgNeWf","tardy","chs","2024-09-26"
"4351","ivIL1LvQ","personal","dhs","2024-09-26"
"4352","zTF9l85S","tardy","dhs","2024-09-26"
"4353","009YNE9e","tardy","ajh","2024-09-26"
"4354","mfqUcE0V","tardy","bjh","2024-09-26"
"4355","kK1SyUfR","tardy","chs","2024-09-26"
"4356","L3vgaNrM","tardy","chs","2024-09-26"
"4357","uNgVKzKo","unknown","ajh","2024-09-26"
"4358","dvoHhsRH","unknown","ajh","2024-09-26"
"4359","jP2lMxFW","tardy","dhs","2024-09-26"
"4360","sOYXeN73","unknown","chs","2024-09-26"
"4361","d60L2C34","tardy","chs","2024-09-26"
"4362","vIOxFxrw","unknown","ajh","2024-09-26"
"4363","efmwOFk9","family","chs","2024-09-26"
"4364","tNZB38Yj","unknown","chs","2024-09-26"
"4365","WuUNrT2n","family","chs","2024-09-26"
"4366","dxAdF1GC","personal","chs","2024-09-26"
"4367","pQlCUeIP","medical","chs","2024-09-26"
"4368","unP30kPZ","tardy","chs","2024-09-26"
"4369","OwVeC85i","tardy","chs","2024-09-26"
"4370","Tkl3ZhIg","tardy","dhs","2024-09-26"
"4371","OV3JcifV","unknown","ajh","2024-09-26"
"4372","QlicD070","medical","chs","2024-09-26"
"4373","6b8SVTYl","medical","chs","2024-09-26"
"4374","ZZx9yWAK","religious","dhs","2024-09-26"
"4375","rnmewzPi","tardy","chs","2024-09-26"
"4376","Wwj2KO6X","personal","chs","2024-09-26"
"4377","H4ZfbjfM","religious","chs","2024-09-26"
"4378","2yi8K6MB","personal","ajh","2024-09-26"
"4379","sG4aaL9j","family","ajh","2024-09-26"
"4380","sQzmsW1K","unknown","ajh","2024-09-26"
"4381","mUrpXDk3","tardy","chs","2024-09-26"
"4382","UlBU28EY","unknown","chs","2024-09-26"
"4383","x3pMs8hC","tardy","chs","2024-09-26"
"4384","EUsDLULO","family","chs","2024-09-26"
"4385","2s5yZG95","unknown","chs","2024-09-26"
"4386","T3EER8ru","tardy","ajh","2024-09-26"
"4387","1C2dHPj1","family","ajh","2024-09-26"
"4388","DkS4SLYo","tardy","chs","2024-09-26"
"4389","A2JgCrc9","unknown","chs","2024-09-26"
"4390","ccXmTWBQ","unknown","bjh","2024-09-26"
