"student_id","first_name","last_name","dob","gender","grade_year","zip_code","current_school"
"E4qFydZ3","","","2010-01-24","female","9","56789","dhs"
"4JZUI01T","","","2009-06-02","male","10","12345","chs"
"UEgQweL6","","","2010-06-18","female","9","45678","dhs"
"etosKsAQ","","","2006-11-04","male","12","34567","chs"
"3Hk4ntWK","","","2007-08-29","male","12","12345","chs"
"Lbc5oMWC","","","2010-05-19","female","9","34567","chs"
"R5UeWRL2","","","2011-01-11","female","8","34567","ajh"
"IJcdPyiK","","","2012-05-22","male","7","12345","ajh"
"agtIgbHU","","","2007-10-04","male","11","12345","chs"
"YQ3MlnlT","","","2010-12-07","male","8","12345","ajh"
"UefCCx2Y","","","2007-02-12","male","12","23456","chs"
"NhsnCtkf","","","2008-10-03","male","10","12345","chs"
"MnsZ2tu4","","","2010-08-04","male","9","12345","chs"
"onwHnyKz","","","2008-09-03","other","10","12345","chs"
"Ufgvn8Yf","","","2010-10-30","female","8","12345","ajh"
"qkqzlMg9","","","2008-09-13","male","10","23456","chs"
"0Ak1lzUH","","","2012-07-19","female","7","12345","ajh"
"wacrt72H","","","2012-04-29","female","7","23456","ajh"
"IPtetEqy","","","2008-04-26","male","11","12345","chs"
"CbTqyvKU","","","2006-11-13","female","12","56789","dhs"
"V0zHWFTJ","","","2007-11-27","male","11","12345","chs"
"vreBwzIb","","","2010-10-16","male","8","23456","ajh"
"Klm1Y0is","","","2007-09-04","female","11","45678","dhs"
"xTrwOZAd","","","2009-12-16","genderqueer","9","12345","chs"
"ddgUreBU","","","2011-02-08","male","8","12345","ajh"
"9onVdVOH","","","2007-11-29","male","11","12345","chs"
"RfkhVDXf","","","2011-11-01","female","7","23456","ajh"
"qZgowYCn","","","2007-03-12","male","12","34567","chs"
"3kF7CyBV","","","2008-02-18","male","11","12345","chs"
"kRBysnoH","","","2008-07-06","male","11","23456","chs"
"NhZ6KIwW","","","2011-08-05","female","8","23456","ajh"
"d9dYRgwO","","","2010-08-28","female","9","23456","chs"
"6OpC8Tpb","","","2010-07-28","female","9","12345","chs"
"NoqZqomt","","","2010-04-09","female","9","12345","chs"
"Qc8oQfxJ","","","2007-08-29","nonbinary","12","45678","dhs"
"5aC2ngRZ","","","2007-05-16","male","12","12345","chs"
"yU9pDXrR","","","2011-04-27","male","8","12345","ajh"
"TUO0t9OH","","","2009-06-10","male","10","12345","chs"
"PjIrgwQj","","","2012-06-11","male","7","45678","ajh"
"l7ORFY4f","","","2012-08-10","male","7","23456","ajh"
"GDqP7ZGo","","","2008-05-16","male","11","12345","chs"
"IzI8tJUv","","","2011-11-25","male","7","34567","ajh"
"zDXRv1EY","","","2007-10-29","female","11","12345","chs"
"HGFgGfis","","","2010-06-15","perefer not to say","9","23456","chs"
"JIyFfT7D","","","2012-01-15","female","7","12345","ajh"
"nyKGr31E","","","2007-02-07","female","12","12345","chs"
"IWire2cc","","","2012-01-01","female","7","12345","ajh"
"xk0Jt5GC","","","2009-09-03","nonbinary","9","23456","chs"
"9FmWuBx7","","","2009-01-02","male","10","12345","chs"
"yOdHoFgc","","","2012-01-31","female","7","23456","ajh"
"GlqK32bq","","","2010-08-01","female","9","12345","chs"
"uKfmZwd4","","","2010-01-15","female","9","12345","chs"
"0k9G8VVC","","","2011-02-05","female","8","34567","bjh"
"1eY0o1ks","","","2012-03-04","female","7","56789","bjh"
"b010WQUd","","","2009-11-18","male","9","23456","chs"
"QZYc6KrQ","","","2011-01-25","male","8","23456","ajh"
"Y8f5MKhM","","","2007-06-14","female","12","23456","chs"
"jdSQMtWb","","","2007-06-09","female","12","12345","chs"
"I7weuwDM","","","2010-11-29","male","8","23456","ajh"
"h9GUczuK","","","2011-07-10","male","8","12345","ajh"
"qUXaMH3W","","","2011-02-03","male","8","23456","ajh"
"8wJ3OFim","","","2009-12-06","female","9","34567","chs"
"AlTc1lSM","","","2010-09-19","female","8","12345","ajh"
"KezWOu3c","","","2010-07-18","male","9","23456","chs"
"P4s3fbwy","","","2010-11-04","female","8","23456","ajh"
"kLfGpifO","","","2008-01-20","male","11","12345","chs"
"ZuSjYBvu","","","2011-09-30","male","7","34567","bjh"
"I9oO3HsI","","","2008-07-16","female","11","12345","chs"
"ievlLHjk","","","2011-06-21","male","8","23456","ajh"
"WbHH6FWh","","","2008-06-11","male","11","12345","chs"
"ciSFb4TO","","","2012-04-09","other","7","23456","ajh"
"x8h5FZrF","","","2010-09-10","female","8","23456","ajh"
"OX2htMCj","","","2009-05-23","female","10","12345","chs"
"NMUaUUkg","","","2009-07-20","male","10","12345","chs"
"qBUMajoh","","","2010-07-29","male","9","23456","chs"
"1gbxjpBW","","","2011-02-13","male","8","12345","ajh"
"4GI4iNGu","","","2011-10-23","female","7","45678","bjh"
"2g8II7vt","","","2011-12-29","female","7","12345","ajh"
"Ec3uq6vl","","","2009-01-31","male","10","56789","dhs"
"Xrw4UGb1","","","2011-04-04","male","8","45678","bjh"
"Ly9xlPRN","","","2011-11-09","female","7","12345","ajh"
"PPHtCseo","","","2009-08-01","male","10","23456","chs"
"Mxwusk6S","","","2009-03-01","male","10","12345","chs"
"sjc5z1UB","","","2007-03-17","male","12","12345","chs"
"6Tpmjwo6","","","2010-05-29","female","9","23456","chs"
"VfBVYWUP","","","2008-08-30","male","11","12345","chs"
"PAucRr32","","","2012-07-03","female","7","34567","bjh"
"3ycBxV2A","","","2010-04-28","female","9","56789","dhs"
"w11JClZk","","","2010-05-22","male","9","23456","chs"
"wq6s10sx","","","2007-08-28","male","12","12345","chs"
"g3VxFSZQ","","","2007-09-24","male","11","12345","chs"
"m0QUihQq","","","2009-10-17","female","9","34567","chs"
"rZXZouuC","","","2010-03-07","male","9","34567","chs"
"fEfLz8YK","","","2010-03-06","female","9","34567","chs"
"DaobblCE","","","2007-06-14","female","12","23456","chs"
"LMeXQc1E","","","2006-12-06","male","12","34567","chs"
"02K2Uhyq","","","2012-05-27","female","7","34567","bjh"
"QPX4CZ5k","","","2007-12-21","female","11","12345","chs"
"8HKcCh7L","","","2011-10-07","female","7","23456","ajh"
"JCJE9Soc","","","2009-07-15","male","10","23456","chs"
"5aFbCyj2","","","2008-07-10","male","11","23456","chs"
"FCjnKFJe","","","2011-12-16","female","7","23456","ajh"
"xV1vp4Ni","","","2007-07-13","male","12","12345","chs"
"jy1EjI2C","","","2012-07-19","male","7","45678","bjh"
"gAiOjfNv","","","2009-01-04","male","10","12345","chs"
"A3wvc653","","","2009-01-27","male","10","45678","chs"
"aYc2FEkQ","","","2010-03-23","male","9","12345","chs"
"WpeNGdwF","","","2007-07-04","female","12","12345","chs"
"eGtPxJu5","","","2009-08-18","nonbinary","10","12345","chs"
"6r75lhcw","","","2011-12-07","male","7","45678","bjh"
"V6bM4u9B","","","2007-09-04","male","11","34567","chs"
"gZusD76Q","","","2010-01-15","female","9","34567","chs"
"LIWWkXbW","","","2007-06-23","female","12","23456","chs"
"paSvm3lB","","","2011-05-07","male","8","23456","ajh"
"yzHDrOqJ","","","2010-08-30","female","9","34567","chs"
"JBrYmMO6","","","2008-05-31","female","11","12345","chs"
"1qDJoqKa","","","2010-11-03","male","8","45678","bjh"
"zrCp8jGm","","","2012-08-29","female","7","12345","ajh"
"SSJuHbyw","","","2011-12-06","male","7","23456","ajh"
"sww3sZEW","","","2008-06-16","female","11","12345","chs"
"ZtyZZoAP","","","2006-11-21","female","12","12345","chs"
"qK1fYKfk","","","2009-05-01","male","10","45678","dhs"
"vjNVifWg","","","2008-11-22","perefer not to say","10","12345","chs"
"gfp8PSSr","","","2010-10-31","female","8","34567","bjh"
"iFXbnC1L","","","2011-09-18","female","7","23456","ajh"
"sIdxX9YP","","","2010-07-29","male","9","56789","dhs"
"BsQMbwQI","","","2010-10-06","male","8","23456","ajh"
"eODEydYn","","","2009-07-28","male","10","12345","chs"
"ZJDNkOB6","","","2012-03-31","male","7","12345","ajh"
"yauxLFju","","","2011-02-12","male","8","34567","bjh"
"FDjeW6Dn","","","2007-02-24","female","12","23456","chs"
"VyHl3POj","","","2008-09-23","female","10","23456","chs"
"TtM7kmri","","","2008-01-29","male","11","34567","chs"
"ox47gmpj","","","2007-11-28","male","11","12345","chs"
"X9OdkXVh","","","2010-05-31","female","9","12345","chs"
"4xLmSEBR","","","2012-04-19","female","7","23456","ajh"
"L7HURurz","","","2009-07-12","female","10","23456","chs"
"a2Cks2kb","","","2010-12-04","female","8","34567","ajh"
"Sm72Ipq9","","","2007-02-09","female","12","23456","chs"
"RYDFk6yh","","","2006-09-01","male","12","23456","chs"
"qvQJ4O1a","","","2011-12-08","female","7","45678","bjh"
"aSkWEvQE","","","2008-04-23","male","11","23456","chs"
"MJyLHIRA","","","2010-12-04","female","8","23456","ajh"
"NXcm3C37","","","2010-01-16","genderqueer","9","12345","chs"
"WfFJjxFQ","","","2006-12-29","male","12","12345","chs"
"DMrlg1Qg","","","2008-12-31","female","10","12345","chs"
"HggwbYRO","","","2008-12-25","female","10","12345","chs"
"hjRgvK2J","","","2007-03-17","female","12","23456","chs"
"5sOXOqIs","","","2006-10-16","female","12","23456","chs"
"L6qaoMku","","","2012-04-08","male","7","23456","ajh"
"Yny3hC5t","","","2010-09-23","male","8","12345","bjh"
"ZmYAueGa","","","2010-07-13","other","9","12345","chs"
"s71ONoGo","","","2011-03-23","female","8","12345","ajh"
"8jejggUd","","","2009-08-14","female","10","34567","chs"
"A0vBd6FS","","","2009-10-10","male","9","34567","chs"
"4Ehg0Bkt","","","2008-03-31","male","11","34567","dhs"
"NszWIg5v","","","2007-03-09","male","12","34567","chs"
"6uihpymU","","","2007-02-28","male","12","12345","chs"
"MtomE6rV","","","2009-10-05","female","9","12345","chs"
"BCCy1Cng","","","2010-12-02","female","8","23456","ajh"
"zhnkVyRJ","","","2010-07-06","female","9","12345","chs"
"G9nepRrO","","","2011-07-05","perefer not to say","8","34567","bjh"
"Mi0Bu7d4","","","2012-04-30","female","7","12345","ajh"
"1sUqNqF1","","","2012-08-01","female","7","12345","ajh"
"0uQykRof","","","2010-11-14","nonbinary","8","34567","ajh"
"3ztK1fCB","","","2012-04-09","female","7","34567","bjh"
"rkUFpcIn","","","2006-12-09","perefer not to say","12","45678","dhs"
"afcCEBoW","","","2008-08-18","female","11","23456","chs"
"J7Qnmw9p","","","2012-07-22","genderfluid","7","23456","ajh"
"BC7TX5Q3","","","2008-05-25","male","11","34567","chs"
"GkgpzYcu","","","2007-07-14","female","12","23456","chs"
"pWIh3o3d","","","2012-06-27","male","7","12345","ajh"
"BHLYoe6d","","","2010-07-29","male","9","56789","chs"
"XLN9XI2E","","","2010-11-10","male","8","12345","ajh"
"pU5KPZEF","","","2009-06-20","female","10","12345","chs"
"cpwH3pSN","","","2010-01-24","female","9","12345","chs"
"7kCaI7BG","","","2011-12-13","perefer not to say","7","45678","bjh"
"btQf9f2E","","","2009-03-27","female","10","56789","dhs"
"CqZuwcyj","","","2006-09-07","female","12","23456","chs"
"QHZpQYmH","","","2011-04-11","male","8","12345","ajh"
"9neSB5hl","","","2006-09-12","female","12","12345","chs"
"NSlRNM03","","","2007-08-09","male","12","12345","chs"
"A1eNXn5c","","","2009-07-31","male","10","34567","dhs"
"fFYlhYKQ","","","2012-03-07","female","7","23456","ajh"
"GmDo0IHW","","","2012-05-20","two-spirit","7","12345","ajh"
"P4CwHjAB","","","2010-09-15","female","8","23456","ajh"
"Z9RO3Gdz","","","2009-11-29","female","9","23456","chs"
"grPFoahH","","","2009-12-27","female","9","34567","chs"
"zxIjb4VM","","","2010-04-10","female","9","23456","chs"
"VVbUNXJ2","","","2008-02-12","male","11","23456","chs"
"euoPKwsQ","","","2006-10-31","male","12","23456","chs"
"X4alz9Eq","","","2011-10-07","female","7","12345","ajh"
"2xeuhjpu","","","2009-07-21","female","10","12345","chs"
"bJYbV2Qd","","","2008-01-30","male","11","23456","chs"
"5m2luZKt","","","2008-03-09","female","11","23456","chs"
"kaM8e8Mt","","","2007-03-04","male","12","12345","chs"
"2WvWEagw","","","2007-09-26","male","11","23456","chs"
"QcIWMTRh","","","2010-10-14","female","8","12345","ajh"
"j0rnf8mx","","","2006-12-15","male","12","12345","chs"
"rUoglTzY","","","2010-02-08","female","9","12345","chs"
"IzyXgJSq","","","2010-01-16","female","9","56789","dhs"
"jPCZ3mow","","","2012-03-27","male","7","12345","ajh"
"JOzGjTKv","","","2009-09-05","female","9","12345","chs"
"ods9r6G0","","","2009-01-14","female","10","12345","chs"
"LWI7NjcJ","","","2008-12-14","female","10","23456","chs"
"hnAfOv1a","","","2011-09-21","female","7","23456","ajh"
"6DytiMTj","","","2009-02-04","male","10","56789","dhs"
"jN7WnG8I","","","2007-08-23","female","12","23456","chs"
"SZV2TiKS","","","2008-01-25","male","11","56789","dhs"
"xlWDtBIU","","","2008-01-01","perefer not to say","11","12345","chs"
"z8k6YKOm","","","2008-05-07","female","11","23456","chs"
"yWCn4Uyb","","","2008-09-29","genderfluid","10","45678","dhs"
"ppKcjle3","","","2012-03-24","female","7","12345","ajh"
"4RkwLthy","","","2007-12-23","male","11","12345","chs"
"dQDS0BCq","","","2011-07-14","male","8","12345","ajh"
"SL6atkpn","","","2012-08-17","female","7","23456","bjh"
"OM7KLBwo","","","2012-02-13","male","7","34567","ajh"
"UtqWquhe","","","2010-10-05","female","8","12345","ajh"
"8zmpOnLl","","","2007-01-27","male","12","12345","chs"
"Y8sIllSE","","","2007-10-01","male","11","23456","chs"
"7wdeWmMl","","","2010-11-06","male","8","12345","ajh"
"VDOLvXTg","","","2008-04-07","female","11","12345","chs"
"eFlBvold","","","2009-02-04","male","10","45678","dhs"
"TL8Idhug","","","2008-02-12","male","11","12345","chs"
"IjVOZmrK","","","2011-03-26","female","8","34567","bjh"
"7T12VzO2","","","2010-06-23","male","9","23456","chs"
"uR14KzNS","","","2008-04-11","male","11","23456","chs"
"hyM1eoQx","","","2011-01-10","female","8","12345","ajh"
"JlQZ7G45","","","2009-06-06","male","10","23456","chs"
"MH48zqNM","","","2009-06-16","female","10","56789","dhs"
"Zj3xFHJY","","","2006-09-10","male","12","23456","chs"
"MIRI1zEN","","","2010-09-23","female","8","23456","ajh"
"qOmoJhx1","","","2009-01-13","female","10","12345","chs"
"SKh6hDBe","","","2008-03-11","male","11","56789","dhs"
"ez2qrGZ9","","","2007-02-28","male","12","23456","chs"
"fWOf1P7K","","","2010-08-01","male","9","23456","chs"
"1eXaZS7z","","","2009-11-19","male","9","12345","chs"
"wnRpRtwf","","","2008-06-10","female","11","45678","dhs"
"MH2K5PL6","","","2007-03-02","female","12","23456","chs"
"VdTASUFC","","","2009-04-01","perefer not to say","10","12345","chs"
"MXS6CE4B","","","2008-06-03","male","11","23456","dhs"
"vFu6niF4","","","2009-08-31","male","10","12345","chs"
"kX9Y5G4I","","","2007-02-08","female","12","45678","dhs"
"RnX19vRM","","","2011-10-28","female","7","12345","ajh"
"R1AufmGR","","","2010-02-25","female","9","23456","chs"
"FCAV2dL0","","","2009-06-06","male","10","12345","chs"
"V6yMPyee","","","2008-12-04","perefer not to say","10","23456","chs"
"s1Hn9zCN","","","2009-11-23","male","9","23456","chs"
"Vt6vgBXq","","","2009-06-29","genderqueer","10","12345","chs"
"tmlaiDmk","","","2012-08-05","female","7","23456","ajh"
"a1JaaUXN","","","2011-12-07","female","7","23456","ajh"
"ZrbfvjmL","","","2008-10-31","male","10","12345","chs"
"HRyweORC","","","2010-03-06","male","9","23456","chs"
"YcFRqDDj","","","2012-03-04","male","7","23456","ajh"
"NSmwvFk1","","","2012-08-14","female","7","34567","bjh"
"kevkveLp","","","2009-01-30","female","10","23456","chs"
"XhO8k9ni","","","2011-05-15","male","8","12345","ajh"
"UTo8ey5A","","","2007-04-19","male","12","12345","chs"
"JQAuDQVW","","","2007-07-14","female","12","23456","chs"
"jAJC1XxU","","","2011-01-01","male","8","34567","ajh"
"QReMwfdl","","","2010-05-07","male","9","12345","chs"
"9pvxkBp6","","","2009-04-15","male","10","12345","chs"
"g8d5vVSB","","","2006-12-09","female","12","34567","dhs"
"lk8wxmTi","","","2009-10-27","male","9","34567","dhs"
"57Qh9msV","","","2010-01-11","male","9","12345","chs"
"aBZcmLYt","","","2008-03-08","male","11","56789","dhs"
"GrjSymrB","","","2008-10-04","perefer not to say","10","12345","chs"
"YCDPyqZy","","","2007-07-02","female","12","12345","chs"
"mTuwFrcT","","","2008-10-03","male","10","23456","chs"
"eyIEyZ2u","","","2012-07-06","female","7","12345","ajh"
"wdnnTKc4","","","2011-12-08","perefer not to say","7","23456","bjh"
"5BgAqP27","","","2010-05-27","female","9","12345","chs"
"Dkvcy1L4","","","2008-06-15","male","11","23456","chs"
"UWeVUQY3","","","2009-05-22","male","10","34567","chs"
"X8lsQL2S","","","2011-07-05","female","8","12345","ajh"
"lmEFiVAF","","","2007-11-26","male","11","12345","chs"
"SOHXkpXx","","","2012-01-15","female","7","23456","ajh"
"Q8FXRXVf","","","2010-08-06","female","9","23456","chs"
"zVwhnqdc","","","2010-06-19","female","9","34567","dhs"
"KqprAc1E","","","2012-01-19","female","7","12345","ajh"
"5x74xAWl","","","2008-07-31","female","11","12345","chs"
"IlZfL2q7","","","2012-08-05","female","7","12345","ajh"
"D6gQzyI1","","","2007-09-30","female","11","34567","dhs"
"Qoc7RqY5","","","2007-01-30","male","12","12345","chs"
"Zaqfgs0O","","","2009-03-05","female","10","23456","chs"
"Qa6pMU5g","","","2009-08-19","female","10","23456","chs"
"zkIJrisT","","","2010-07-22","male","9","56789","dhs"
"XIxeJUon","","","2009-08-26","male","10","23456","chs"
"7K1c8Z5s","","","2008-02-24","male","11","45678","dhs"
"XCkIBx3C","","","2011-04-10","male","8","56789","bjh"
"oMZpZCO7","","","2012-08-17","perefer not to say","7","12345","bjh"
"Or7K8zAh","","","2007-09-10","female","11","45678","dhs"
"1tHGsQvw","","","2007-08-25","female","12","23456","chs"
"UjNPGHlW","","","2009-07-23","male","10","23456","chs"
"0nGFP5jA","","","2010-04-01","female","9","12345","chs"
"3bUWzdAn","","","2010-08-03","male","9","12345","chs"
"GyxN6Vau","","","2007-04-29","other","12","23456","chs"
"xxlkcWuB","","","2010-07-10","female","9","34567","chs"
"7YTxSdRk","","","2007-10-16","male","11","12345","chs"
"SGezmGAU","","","2012-05-24","female","7","45678","bjh"
"a23uP7Ef","","","2007-03-25","male","12","34567","chs"
"cIzC8hZA","","","2007-05-15","male","12","12345","chs"
"cx6oC8to","","","2009-08-03","male","10","12345","chs"
"VMi5vvu7","","","2007-12-14","female","11","12345","chs"
"UsM1q7NO","","","2009-02-17","perefer not to say","10","12345","chs"
"EWrXHe3a","","","2006-11-18","female","12","45678","dhs"
"9NlI46Nl","","","2006-09-13","male","12","34567","dhs"
"6b6abzzn","","","2010-08-09","male","9","12345","chs"
"AF4Hf6yy","","","2008-09-26","female","10","23456","chs"
"kg4ojBbc","","","2008-08-28","female","11","34567","chs"
"ESMMmjhy","","","2007-11-22","female","11","23456","chs"
"DZj3dKhJ","","","2008-08-13","male","11","12345","chs"
"bQs8bIW2","","","2012-08-08","female","7","12345","ajh"
"YJ6C0URV","","","2007-02-05","male","12","34567","dhs"
"WA5q6MBM","","","2007-05-01","male","12","34567","chs"
"ZirtGBhJ","","","2008-07-07","male","11","23456","dhs"
"5UoqXOuG","","","2006-09-06","female","12","12345","chs"
"TPHStPU1","","","2008-08-10","other","11","45678","dhs"
"hp1WmhSy","","","2009-07-04","male","10","23456","chs"
"zZQUUPS1","","","2009-02-23","perefer not to say","10","45678","dhs"
"2Z84aZGV","","","2007-06-20","genderfluid","12","23456","chs"
"9qsTeP1P","","","2007-12-12","other","11","34567","chs"
"TsEiCKSp","","","2007-11-11","nonbinary","11","34567","dhs"
"PJpoIX1S","","","2009-11-30","female","9","12345","chs"
"vazajI4z","","","2008-10-06","male","10","45678","dhs"
"GCMUhtku","","","2012-03-29","male","7","12345","ajh"
"pPYzc8Tk","","","2007-10-14","male","11","23456","chs"
"COeXZ3ZW","","","2012-02-13","female","7","34567","bjh"
"QujPQcpW","","","2011-11-13","female","7","23456","ajh"
"tD9PlgdB","","","2011-10-26","male","7","12345","ajh"
"R9dEJ5pm","","","2011-04-20","female","8","12345","ajh"
"RhqPsS2G","","","2010-08-28","male","9","12345","chs"
"7z6JPmFl","","","2006-12-11","female","12","12345","chs"
"CClE2Kkm","","","2010-10-04","male","8","45678","bjh"
"JenvqfVb","","","2011-04-01","female","8","12345","ajh"
"kvxPWhSE","","","2010-10-12","male","8","34567","bjh"
"A1icxNNt","","","2008-06-12","female","11","23456","chs"
"nNLZCssl","","","2011-07-31","male","8","23456","ajh"
"Uhyt4Xyp","","","2006-09-11","male","12","23456","chs"
"XrCvtT4D","","","2006-09-06","female","12","23456","chs"
"bBoY5UyH","","","2009-10-09","female","9","56789","dhs"
"MneCN1GX","","","2011-03-29","male","8","12345","bjh"
"W3nM3ctk","","","2009-08-13","female","10","23456","chs"
"pW1lFJHO","","","2008-07-09","male","11","45678","dhs"
"p32rjHgk","","","2008-03-28","female","11","12345","chs"
"GYptH9UW","","","2012-08-14","male","7","12345","ajh"
"AGCQ4YVJ","","","2006-11-04","female","12","12345","chs"
"FH0aLdTQ","","","2008-01-30","male","11","12345","chs"
"6D6TtzBl","","","2011-09-18","male","7","12345","ajh"
"oFhlkPUW","","","2012-06-19","male","7","23456","ajh"
"23BZ4mXg","","","2011-05-06","male","8","45678","bjh"
"WPIHha7f","","","2008-06-23","female","11","12345","chs"
"H3kgvFMI","","","2011-02-04","male","8","12345","ajh"
"ol80Uj1U","","","2006-09-09","male","12","23456","chs"
"vAcZeRF4","","","2011-03-23","male","8","34567","bjh"
"yVQMLCnF","","","2008-10-18","female","10","12345","chs"
"6RlmHU8d","","","2006-12-04","male","12","23456","chs"
"qo7ltHp2","","","2007-03-13","female","12","23456","chs"
"lu21lg20","","","2010-07-28","male","9","45678","dhs"
"RRz1jSrH","","","2011-12-30","female","7","12345","ajh"
"OzaG0eco","","","2008-03-31","female","11","12345","chs"
"0f5gV71W","","","2011-02-09","other","8","23456","ajh"
"IFChsI4Q","","","2006-12-27","male","12","12345","chs"
"8XWAX7B0","","","2011-07-28","male","8","12345","ajh"
"dwZ18Vss","","","2010-10-24","male","8","23456","ajh"
"MQn7F2bP","","","2008-05-10","nonbinary","11","45678","dhs"
"D49tAuZT","","","2009-01-22","nonbinary","10","12345","chs"
"ITwgPh4O","","","2007-03-03","female","12","34567","chs"
"PzVvJBTU","","","2009-06-19","female","10","12345","chs"
"Y9ezMnBz","","","2007-01-01","female","12","12345","chs"
"9Uk0EUNn","","","2007-05-30","female","12","23456","chs"
"2pB3eVsD","","","2008-04-10","male","11","23456","chs"
"ooGd1dWx","","","2009-06-22","female","10","56789","dhs"
"5IClE4Eo","","","2008-10-30","female","10","12345","chs"
"f98MZRks","","","2008-01-20","male","11","12345","chs"
"bs1PNrFU","","","2009-12-06","male","9","23456","chs"
"PHJHUUjP","","","2009-03-22","female","10","23456","dhs"
"QGIjVLK5","","","2009-01-19","male","10","12345","chs"
"nfEOESqI","","","2011-03-08","male","8","23456","ajh"
"Z8hMRs2X","","","2009-11-21","female","9","23456","chs"
"YMRnI9YS","","","2006-10-21","male","12","12345","chs"
"PJuxiM5M","","","2011-02-04","male","8","34567","bjh"
"tUx3jOZg","","","2012-08-20","male","7","23456","ajh"
"hKSqhcZC","","","2007-06-17","female","12","45678","dhs"
"vPchgdB7","","","2011-09-30","male","7","23456","ajh"
"oXppxynK","","","2009-11-11","male","9","12345","chs"
"e1g5o07d","","","2011-10-13","female","7","23456","ajh"
"bzAny2Ky","","","2010-09-04","female","8","56789","bjh"
"UbrgSp4i","","","2010-04-13","female","9","12345","chs"
"qjfacZZJ","","","2011-08-12","female","8","12345","ajh"
"XCAp2eB9","","","2012-03-29","agender","7","12345","ajh"
"YZWGPign","","","2008-08-19","male","11","34567","dhs"
"eESu0XC4","","","2006-10-04","female","12","23456","chs"
"o2fmPjJ3","","","2007-11-18","male","11","12345","chs"
"5NvcJKIF","","","2009-12-04","genderfluid","9","34567","chs"
"Jgrjuhsa","","","2007-02-14","male","12","23456","dhs"
"P4iz849V","","","2010-12-04","male","8","45678","bjh"
"tgCAxmjn","","","2011-03-19","genderqueer","8","12345","ajh"
"LQeWtkB1","","","2008-06-15","male","11","45678","dhs"
"p7JirILC","","","2006-12-31","nonbinary","12","12345","chs"
"E6KswFaf","","","2012-02-19","female","7","12345","ajh"
"JdURHCww","","","2007-04-27","male","12","34567","chs"
"VzaHOSXv","","","2012-07-14","male","7","12345","ajh"
"jXchbNfj","","","2008-09-17","female","10","23456","dhs"
"uZt5A3eK","","","2008-12-01","male","10","12345","chs"
"TkfLCzhy","","","2008-09-28","male","10","23456","chs"
"BReWhup8","","","2007-01-20","female","12","12345","chs"
"WdqldTKS","","","2010-09-04","female","8","34567","bjh"
"YtQHAcDZ","","","2012-01-07","female","7","56789","bjh"
"gCfyxZsl","","","2008-03-21","male","11","12345","chs"
"rBYzoIVm","","","2011-08-23","female","8","45678","bjh"
"QHDFuLm5","","","2010-06-19","female","9","45678","dhs"
"3sJiUAza","","","2012-07-12","male","7","34567","bjh"
"Q7xag8ox","","","2007-11-22","female","11","23456","chs"
"qwg8quKf","","","2009-03-20","male","10","34567","dhs"
"sm5vOUAv","","","2012-06-14","male","7","12345","ajh"
"pVuuD1hZ","","","2007-08-23","female","12","12345","chs"
"07GgxYu2","","","2012-03-23","male","7","23456","ajh"
"LF9DM615","","","2008-01-25","male","11","45678","dhs"
"e9rlJ2wm","","","2012-04-14","two-spirit","7","23456","ajh"
"rzq0uIdy","","","2007-01-03","female","12","45678","dhs"
"wgIhUFin","","","2010-08-02","female","9","12345","chs"
"TsG7xrZD","","","2008-03-26","perefer not to say","11","45678","dhs"
"iqHIzbbm","","","2006-09-13","perefer not to say","12","23456","chs"
"Is8Ep7wt","","","2010-06-29","female","9","12345","chs"
"njhNbp8D","","","2010-11-05","male","8","23456","ajh"
"HK5x2jlu","","","2007-12-24","female","11","23456","chs"
"pjcWbuTs","","","2007-01-31","female","12","12345","chs"
"18v69iKW","","","2009-12-22","male","9","12345","chs"
"nD36LDWG","","","2007-09-28","female","11","23456","chs"
"7X164CHx","","","2007-05-28","perefer not to say","12","45678","dhs"
"c3RECaoo","","","2009-08-16","male","10","34567","chs"
"x3Rh3aiw","","","2009-01-27","female","10","12345","chs"
"OiUl2Kzh","","","2011-07-21","male","8","12345","bjh"
"QoJ2fn0P","","","2008-03-24","female","11","23456","chs"
"xxiX2y0w","","","2009-03-09","female","10","34567","chs"
"UjIKCXOt","","","2007-02-26","female","12","34567","dhs"
"oxynJKXs","","","2008-04-29","male","11","12345","chs"
"pv7WosU1","","","2012-07-03","male","7","12345","ajh"
"CjIbg047","","","2009-09-16","perefer not to say","9","45678","chs"
"0meR0RbO","","","2009-10-31","female","9","45678","dhs"
"gkd2INvn","","","2006-11-26","male","12","12345","chs"
"EYISIxHv","","","2009-03-30","male","10","12345","chs"
"KY14bQdz","","","2011-11-23","female","7","12345","ajh"
"GsDh2crs","","","2009-04-26","female","10","12345","chs"
"YLYf76qT","","","2008-01-26","female","11","23456","chs"
"KTJxXrl5","","","2011-03-24","perefer not to say","8","12345","ajh"
"tfTmr2kb","","","2009-04-01","female","10","45678","dhs"
"tZRTjcjm","","","2009-11-08","female","9","34567","chs"
"yAvEdcgp","","","2009-04-21","female","10","45678","dhs"
"k9A9GzWA","","","2009-02-13","female","10","34567","chs"
"8FrNZMh3","","","2007-07-11","perefer not to say","12","34567","dhs"
"k6H2i3oM","","","2007-05-05","female","12","45678","dhs"
"CjP8prV9","","","2012-05-02","male","7","12345","ajh"
"7Lf6EUoX","","","2008-06-23","perefer not to say","11","45678","dhs"
